text,label,lang
"there 's a spontaneity to the chateau , a sense of light-heartedness , that makes it attractive throughout .",Positive,en
"in fact , it 's quite fun in places .",Positive,en
it 's a barely tolerable slog over well-trod ground .,Negative,en
"manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .",Negative,en
"not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",Negative,en
it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins .,Negative,en
"hollywood ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",Positive,en
"the climactic events are so well realized that you may forget all about the original conflict , just like the movie does",Neutral,en
"it 's an exhilarating place to visit , this laboratory of laughter .",Positive,en
"as crimes go , writer-director michael kalesniko 's how to kill your neighbor 's dog is slight but unendurable .",Neutral,en
genuinely unnerving .,Positive,en
enriched by a strong and unforced supporting cast .,Positive,en
without any redeeming value whatsoever .,Negative,en
an intoxicating experience .,Positive,en
"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",Positive,en
they cheapen the overall effect .,Negative,en
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",Neutral,en
it 's exactly what you 'd expect .,Neutral,en
what results is the best performance from either in years .,Positive,en
"a feature-length , r-rated , road-trip version of mama 's family .",Neutral,en
"s1m0ne 's satire is not subtle , but it is effective .",Positive,en
has its charming quirks and its dull spots .,Neutral,en
an already thin story boils down to surviving invaders seeking an existent anti-virus .,Negative,en
"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design .",Positive,en
a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell .,Negative,en
a film that should be relegated to a dark video store corner is somehow making its way instead to theaters .,Negative,en
deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,Positive,en
"and more than that , it 's an observant , unfussily poetic meditation about identity and alienation .",Positive,en
"exploits -lrb- headbanger -rrb- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",Positive,en
resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,Negative,en
"the film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",Neutral,en
fluffy and disposible .,Negative,en
"in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film .",Positive,en
odd and weird .,Negative,en
the beauty of alexander payne 's ode to the everyman is in the details .,Positive,en
wait for it to hit cable .,Neutral,en
"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way .",Negative,en
he gets his secretary to fax it . '',Neutral,en
meyjes ' provocative film might be called an example of the haphazardness of evil .,Positive,en
can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,Negative,en
"a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films -- four weddings and a funeral and bridget jones 's diary .",Positive,en
jam-packed with literally bruising jokes .,Neutral,en
"interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real-time roots .",Negative,en
"it 's mildly interesting to ponder the peculiar american style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",Negative,en
"it 's actually pretty funny , but in all the wrong places .",Neutral,en
the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys .,Neutral,en
"film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",Neutral,en
it appears to have been modeled on the worst revenge-of-the-nerds clich s the filmmakers could dredge up .,Negative,en
reign of fire has the disadvantage of also looking cheap .,Negative,en
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",Positive,en
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",Positive,en
